,DATA_EXIBICAO,TITULO_ORIGINAL,TITULO_BRASIL,CPB_ROE,PAIS_OBRA,REGISTRO_SALA,NOME_SALA,PUBLICO,REGISTRO_GRUPO_EXIBIDOR,REGISTRO_EXIBIDOR,REGISTRO_COMPLEXO,MUNICIPIO_SALA_COMPLEXO,UF_SALA_COMPLEXO,RAZAO_SOCIAL_EXIBIDORA,CNPJ_EXIBIDORA
2122,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002130,CINESYSTEM BANGU 02,104.0,6000027.0,5348,13236,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2123,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002130,CINESYSTEM BANGU 02,44.0,6000027.0,5348,13236,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2124,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002130,CINESYSTEM BANGU 02,27.0,6000027.0,5348,13236,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2125,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002129,CINESYSTEM BANGU 04,15.0,6000027.0,5348,13236,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2126,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002129,CINESYSTEM BANGU 04,28.0,6000027.0,5348,13236,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2127,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002129,CINESYSTEM BANGU 04,72.0,6000027.0,5348,13236,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2128,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002129,CINESYSTEM BANGU 04,31.0,6000027.0,5348,13236,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2129,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5007163,CINESYSTEM BOTAFOGO SALA 04,44.0,6000027.0,22546,58568,RIO DE JANEIRO,RJ,REDECINE BRA CINEMATOGRÁFICA S.A.,15.422.993/0001-67
2130,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5007165,CINESYSTEM BOTAFOGO SALA 06,10.0,6000027.0,22546,58568,RIO DE JANEIRO,RJ,REDECINE BRA CINEMATOGRÁFICA S.A.,15.422.993/0001-67
2131,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5007165,CINESYSTEM BOTAFOGO SALA 06,37.0,6000027.0,22546,58568,RIO DE JANEIRO,RJ,REDECINE BRA CINEMATOGRÁFICA S.A.,15.422.993/0001-67
2132,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5007165,CINESYSTEM BOTAFOGO SALA 06,2.0,6000027.0,22546,58568,RIO DE JANEIRO,RJ,REDECINE BRA CINEMATOGRÁFICA S.A.,15.422.993/0001-67
2133,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5007165,CINESYSTEM BOTAFOGO SALA 06,39.0,6000027.0,22546,58568,RIO DE JANEIRO,RJ,REDECINE BRA CINEMATOGRÁFICA S.A.,15.422.993/0001-67
2148,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5001650,CINESYSTEM CINEMAS 1,3.0,6000027.0,5348,6691,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2149,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5001650,CINESYSTEM CINEMAS 1,12.0,6000027.0,5348,6691,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2150,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5001650,CINESYSTEM CINEMAS 1,17.0,6000027.0,5348,6691,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2151,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5001651,CINESYSTEM CINEMAS 2,2.0,6000027.0,5348,6691,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2152,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5001651,CINESYSTEM CINEMAS 2,5.0,6000027.0,5348,6691,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2153,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5001651,CINESYSTEM CINEMAS 2,13.0,6000027.0,5348,6691,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2222,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005004,CINESYSTEM S SULACAP 01,20.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2223,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005004,CINESYSTEM S SULACAP 01,26.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2224,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005004,CINESYSTEM S SULACAP 01,14.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2225,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005004,CINESYSTEM S SULACAP 01,9.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2226,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005005,CINESYSTEM S SULACAP 02,49.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2227,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005005,CINESYSTEM S SULACAP 02,13.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2228,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005005,CINESYSTEM S SULACAP 02,11.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2229,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005006,CINESYSTEM S SULACAP 03,23.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2230,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005006,CINESYSTEM S SULACAP 03,37.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2231,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005006,CINESYSTEM S SULACAP 03,22.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2232,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005006,CINESYSTEM S SULACAP 03,7.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2233,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005007,CINESYSTEM S SULACAP 04,13.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2234,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005007,CINESYSTEM S SULACAP 04,36.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2235,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005007,CINESYSTEM S SULACAP 04,20.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2236,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005010,CINESYSTEM S SULACAP 07,30.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2237,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005010,CINESYSTEM S SULACAP 07,6.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2238,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005010,CINESYSTEM S SULACAP 07,7.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2259,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5003043,CINESYSTEM VIA BRASIL 2,24.0,6000027.0,5348,18721,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2260,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5003043,CINESYSTEM VIA BRASIL 2,22.0,6000027.0,5348,18721,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2261,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5003043,CINESYSTEM VIA BRASIL 2,33.0,6000027.0,5348,18721,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2262,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5003043,CINESYSTEM VIA BRASIL 2,16.0,6000027.0,5348,18721,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2263,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5003041,CINESYSTEM VIA BRASIL 4,15.0,6000027.0,5348,18721,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2264,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5003041,CINESYSTEM VIA BRASIL 4,22.0,6000027.0,5348,18721,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2265,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5003041,CINESYSTEM VIA BRASIL 4,33.0,6000027.0,5348,18721,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2266,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5003041,CINESYSTEM VIA BRASIL 4,17.0,6000027.0,5348,18721,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2267,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5003039,CINESYSTEM VIA BRASIL 5,75.0,6000027.0,5348,18721,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2268,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5003039,CINESYSTEM VIA BRASIL 5,10.0,6000027.0,5348,18721,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2269,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5003039,CINESYSTEM VIA BRASIL 5,38.0,6000027.0,5348,18721,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
2517,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5006132,CINÉPOLIS RIO DESIGN BARRA - SALA 01 TRADICIONAL,6.0,6000024.0,17266,41410,RIO DE JANEIRO,RJ,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,09.652.820/0001-32
2518,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5006132,CINÉPOLIS RIO DESIGN BARRA - SALA 01 TRADICIONAL,12.0,6000024.0,17266,41410,RIO DE JANEIRO,RJ,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,09.652.820/0001-32
2519,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5006133,CINÉPOLIS RIO DESIGN BARRA - SALA 02 TRADICIONAL,7.0,6000024.0,17266,41410,RIO DE JANEIRO,RJ,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,09.652.820/0001-32
2520,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5006133,CINÉPOLIS RIO DESIGN BARRA - SALA 02 TRADICIONAL,6.0,6000024.0,17266,41410,RIO DE JANEIRO,RJ,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,09.652.820/0001-32
2521,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5006133,CINÉPOLIS RIO DESIGN BARRA - SALA 02 TRADICIONAL,5.0,6000024.0,17266,41410,RIO DE JANEIRO,RJ,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,09.652.820/0001-32
2522,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5006133,CINÉPOLIS RIO DESIGN BARRA - SALA 02 TRADICIONAL,9.0,6000024.0,17266,41410,RIO DE JANEIRO,RJ,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,09.652.820/0001-32
2680,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000711,DOWTOWN 10,45.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
2681,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000711,DOWTOWN 10,15.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
2682,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000711,DOWTOWN 10,3.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
2683,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000711,DOWTOWN 10,17.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
2684,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000713,DOWTOWN 12,11.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
2685,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000713,DOWTOWN 12,23.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
2686,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000713,DOWTOWN 12,10.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
2687,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000713,DOWTOWN 12,,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
2688,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000705,DOWTOWN 4,7.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
2689,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000705,DOWTOWN 4,20.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
2690,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000705,DOWTOWN 4,16.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
2691,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000705,DOWTOWN 4,3.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
2692,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000707,DOWTOWN 6,17.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
2693,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000709,DOWTOWN 8,18.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
2694,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000709,DOWTOWN 8,1.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
2695,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000709,DOWTOWN 8,13.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
2696,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000709,DOWTOWN 8,11.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
2725,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002218,ESTAÇÃO NET GÁVEA 3,7.0,6000030.0,592,13608,RIO DE JANEIRO,RJ,ESTAÇÃO CINEMA E CULTURA LTDA,02.745.624/0001-63
2726,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002218,ESTAÇÃO NET GÁVEA 3,6.0,6000030.0,592,13608,RIO DE JANEIRO,RJ,ESTAÇÃO CINEMA E CULTURA LTDA,02.745.624/0001-63
3041,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000210,IGUATEMI 1,16.0,6000037.0,1991,2425,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
3042,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000210,IGUATEMI 1,26.0,6000037.0,1991,2425,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
3043,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000210,IGUATEMI 1,28.0,6000037.0,1991,2425,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
3044,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000211,IGUATEMI 2,17.0,6000037.0,1991,2425,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
3045,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000212,IGUATEMI 3,26.0,6000037.0,1991,2425,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
3046,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000212,IGUATEMI 3,19.0,6000037.0,1991,2425,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
3047,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000213,IGUATEMI 4,11.0,6000037.0,1991,2425,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
3048,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000213,IGUATEMI 4,27.0,6000037.0,1991,2425,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
3049,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000213,IGUATEMI 4,8.0,6000037.0,1991,2425,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
3050,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000214,IGUATEMI 5,16.0,6000037.0,1991,2425,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
3051,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000214,IGUATEMI 5,10.0,6000037.0,1991,2425,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
3052,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000214,IGUATEMI 5,18.0,6000037.0,1991,2425,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
3053,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000214,IGUATEMI 5,6.0,6000037.0,1991,2425,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
3054,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000215,IGUATEMI 6,38.0,6000037.0,1991,2425,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
3066,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002781,ILHA PLAZA 01,50.0,6000027.0,5348,16645,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
3067,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002781,ILHA PLAZA 01,16.0,6000027.0,5348,16645,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
3068,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002781,ILHA PLAZA 01,23.0,6000027.0,5348,16645,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
3069,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002781,ILHA PLAZA 01,98.0,6000027.0,5348,16645,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
3070,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002783,ILHA PLAZA 04,21.0,6000027.0,5348,16645,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
3071,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002783,ILHA PLAZA 04,115.0,6000027.0,5348,16645,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
3072,01/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002783,ILHA PLAZA 04,14.0,6000027.0,5348,16645,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
